N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE,CROP,STATE
31,36,29,33.9,52.7,6.5,97.5,550,Mango,Punjab
14,18,35,31.1,47,4.8,91.5,500,Mango,Punjab
40,16,35,31.9,49,6.5,89.6,600,Mango,Punjab
28,27,34,32.5,50.7,6.5,95,2000,Mango,Punjab
0,17,30,35.5,48,6.3,97.8,1500,Mango,Punjab
1,29,29,27.3,49.3,6.1,93.5,1000,Mango,Punjab
2,36,31,30.9,50,5.7,91.8,600,Mango,Punjab
12,27,26,29.1,45.6,5.3,96.2,500,Mango,Punjab
7,28,35,30,46.8,4.7,96.6,5500,Mango,Punjab
0,36,26,34.1,51.3,5.1,96.4,2500,Mango,Punjab
26,35,31,33.4,53.1,5.3,98.1,850,Mango,Punjab
27,21,30,35.4,52.5,5.1,91.2,850,Mango,Punjab
22,38,31,31.5,53.1,5.8,98.6,350,Mango,Punjab
22,18,31,30.8,47.9,6,90.4,1200,Mango,Punjab
28,23,28,30,50.1,5.7,96.1,760,Mango,Punjab
7,31,27,31.3,47.6,6.5,94.7,1400,Mango,Punjab
29,34,26,33.9,54.4,6.3,89.3,7730,Mango,Punjab
8,37,33,28.1,55,6.1,97.5,2640,Mango,Punjab
39,16,27,35.5,52.9,4.9,91.5,1020,Mango,Punjab
40,24,25,28.7,50.4,5.4,95.9,1330,Mango,Punjab
19,38,26,31.5,48.8,4.5,93.2,550,Mango,Punjab
21,21,30,27.7,51.4,5.4,100.8,1500,Mango,Punjab
22,18,33,30.4,52.5,6.6,93.9,500,Mango,Punjab
31,20,30,32.2,54,6.2,91.9,400,Mango,Punjab
18,26,31,32.6,47.7,5.4,91.1,400,Mango,Punjab
24,130,195,30,81.5,6.1,67.1,700,Grapes,Punjab
13,144,204,30.7,82.4,6.1,68.4,400,Grapes,Punjab
22,123,205,32.4,83.9,5.9,68.7,1400,Grapes,Punjab
36,125,196,37.5,80.7,6.2,66.8,5500,Grapes,Punjab
24,131,196,22,83.7,5.7,65.3,900,Grapes,Punjab
2,123,198,39.6,82.2,6.3,70.4,900,Grapes,Punjab
35,140,197,16.8,82.8,6.1,66.8,2100,Grapes,Punjab
11,122,195,12.1,83.6,5.6,69.6,700,Grapes,Punjab
6,123,203,12.8,81.6,6.1,66.8,520,Grapes,Punjab
17,134,204,39,80.2,6.5,73.9,120,Grapes,Punjab
25,130,197,39.7,82.7,5.6,74.9,1800,Grapes,Punjab
27,145,205,9.5,82.3,5.8,66,2200,Grapes,Punjab
9,122,201,29.6,80.9,5.6,68.1,6500,Grapes,Punjab
16,139,203,17.8,81,6.3,65.8,1400,Grapes,Punjab
32,141,204,8.8,82.9,5.5,67.2,2000,Grapes,Punjab
22,138,195,27.8,83.5,6.2,73,900,Grapes,Punjab
31,144,202,11,80.6,5.9,68.2,320,Grapes,Punjab
3,136,205,17.6,80.8,6.3,71.4,900,Grapes,Punjab
28,122,197,19.9,82.7,5.9,69.7,1200,Grapes,Punjab
4,136,204,29.9,81.8,5.9,65.5,1000,Grapes,Punjab
39,145,201,36.7,80.6,5.8,72.2,600,Grapes,Punjab
38,132,197,20.4,81.5,5.9,66.9,350,Grapes,Punjab
36,133,198,25.5,84,6.2,69.2,400,Grapes,Punjab
25,121,201,30.5,82.7,5.6,70.1,1500,Grapes,Punjab
15,125,199,18.4,80.6,5.6,69.8,3443,Grapes,Rajasthan
24,140,205,12.1,83.6,5.9,68.7,4100,Grapes,Rajasthan
13,132,203,23.6,82.5,6.4,73.2,4350,Grapes,Rajasthan
5,126,197,12.8,81.2,6.4,67.1,4020,Grapes,Rajasthan
30,120,200,38.1,82.2,6.2,65.7,4285,Grapes,Rajasthan
23,142,197,39.1,82,6,69.3,1750,Grapes,Rajasthan
26,135,203,33.8,81.2,5.7,74.5,1900,Grapes,Rajasthan
7,126,203,16.8,82,5.7,73.3,3900,Grapes,Rajasthan
32,139,198,35.9,82.7,6.4,66.5,1100,Grapes,Rajasthan
9,141,202,21,81.2,6.1,66.4,900,Grapes,Rajasthan
20,142,196,10.9,80,6.2,68.7,2400,Grapes,Rajasthan
32,129,201,16.4,83,6.5,71.6,900,Grapes,Rajasthan
3,134,199,20.3,81.3,5.8,71.1,1100,Grapes,Rajasthan
38,138,204,25.1,83.3,6.3,73,2400,Grapes,Rajasthan
14,131,198,33.5,83.9,5.6,67.9,5900,Grapes,Rajasthan
20,122,204,11.8,80.9,6.5,65.1,3400,Grapes,Rajasthan
40,126,201,11.4,80,6.1,71.2,4400,Grapes,Rajasthan
36,128,204,25.2,80.7,5.7,67,2400,Grapes,Rajasthan
11,132,197,16,81.2,5.7,74.4,700,Grapes,Rajasthan
0,137,195,22.4,80.2,6.3,65.4,1400,Grapes,Rajasthan
19,123,200,34.8,81,6.2,65.7,1500,Grapes,Rajasthan
31,136,197,31.1,83.3,5.7,71.4,1500,Grapes,Rajasthan
4,134,200,28.6,81,5.8,73.3,3613,Grapes,Rajasthan
39,139,201,41.2,81,5.5,68.7,3525,Grapes,Rajasthan
8,127,196,27,83.2,5.8,71,1975,Grapes,Rajasthan
39,138,203,21.2,82.3,6.4,74.6,3550,Grapes,Rajasthan
32,120,204,10.4,83.4,6.1,67.4,4152,Grapes,Rajasthan
12,142,203,31.3,82.6,6,65,3128,Grapes,Rajasthan
8,133,195,20.5,81,6.5,71.3,3615,Grapes,Rajasthan
8,139,199,29.4,81.5,6.3,66.1,1915,Grapes,Rajasthan
21,134,202,10.7,80,6.4,65.3,1812,Grapes,Rajasthan
40,140,195,15,80.5,6.3,71.6,3400,Grapes,Rajasthan
39,127,202,15.3,81.7,6.5,71.6,3500,Grapes,Rajasthan
19,120,195,18.7,81.1,5.9,73.6,3875,Grapes,Rajasthan
21,139,201,19.4,83.4,6,67.2,4050,Grapes,Rajasthan
17,136,195,41.2,81.6,6.4,65.9,1740,Grapes,Rajasthan
33,139,203,33.3,82.5,5.7,70.7,1875,Grapes,Rajasthan
22,133,201,23.8,80.1,6,67.3,3350,Grapes,Rajasthan
32,130,196,40.7,81.2,6.4,74,3256,Grapes,Rajasthan
37,135,205,11.8,80.3,5.5,74.1,1878,Grapes,Rajasthan
15,140,195,13.3,83.5,5.7,65.8,2700,Grapes,Rajasthan
39,132,196,35.8,83.3,5.8,73.7,2900,Grapes,Tamil Nadu
40,121,199,26.2,81,6.3,66.1,3100,Grapes,Tamil Nadu
40,132,202,24.6,80.7,6,69.7,6300,Grapes,Tamil Nadu
29,142,203,29.7,83.7,5.9,66.5,2500,Grapes,Tamil Nadu
32,121,199,39.4,81.3,6.1,74.1,3100,Grapes,Tamil Nadu
6,140,205,17.7,82.9,6.3,69.9,10275,Grapes,Tamil Nadu
8,120,196,24.1,82.7,6.1,69.8,1925,Grapes,Tamil Nadu
34,133,202,15.3,80.1,5.8,74.8,1700,Grapes,Tamil Nadu
35,135,199,21.8,80.5,6.4,69.4,3150,Grapes,Tamil Nadu
16,145,199,26.9,80.8,6,69.3,2140,Grapes,Tamil Nadu
8,136,201,41.7,82.2,5.6,74.2,9500,Grapes,Tamil Nadu
25,129,195,18,81.2,5.8,72.4,1850,Grapes,Tamil Nadu
16,130,201,29.1,82.8,5.7,68.9,2720,Grapes,Tamil Nadu
39,129,203,34.4,83.2,5.9,71,2400,Grapes,Tamil Nadu
38,135,203,41.4,82.8,6.4,69.9,2270,Grapes,Tamil Nadu
33,120,205,35.1,82.3,5.6,69.7,2800,Grapes,Tamil Nadu
35,125,204,19.6,80.2,6.1,73.7,5100,Grapes,Tamil Nadu
1,132,200,16.3,82.9,5.6,66.6,2800,Grapes,Tamil Nadu
39,140,203,21.1,80.6,6.3,69.3,2750,Grapes,Tamil Nadu
28,145,202,19.2,82.9,6.5,66.8,9350,Grapes,Tamil Nadu
6,128,200,26,82.6,5.8,70.3,1850,Grapes,Tamil Nadu
6,139,199,25.7,81.6,6.3,74.1,4789,Grapes,Tamil Nadu
29,122,196,41.9,81.2,5.6,73.1,7034,Grapes,Tamil Nadu
37,144,197,11.2,80.8,6.4,66.3,1500,Grapes,Tamil Nadu
38,120,197,17.5,82.9,6.3,73.8,1616,Grapes,Tamil Nadu
38,141,198,13.1,80.3,5.8,70.8,1407,Grapes,Tamil Nadu
14,121,203,9.7,83.7,6.2,74.5,4706,Grapes,Tamil Nadu
6,125,204,27.9,82.9,5.7,69.9,7036,Grapes,Tamil Nadu
32,138,197,9.5,80.7,5.9,69.4,6000,Grapes,Tamil Nadu
11,124,204,13.4,80.1,6.4,71.4,1200,Grapes,Tamil Nadu
23,138,200,9.9,80.2,6,68.4,5600,Grapes,Tamil Nadu
40,143,201,25,82.7,6.5,66.7,5900,Grapes,Tamil Nadu
6,142,202,27.2,82.9,6.2,70.4,1200,Grapes,Tamil Nadu
37,124,195,18.7,83.5,6.2,66.6,5000,Grapes,Tamil Nadu
35,134,204,9.9,82.6,5.8,66,1600,Grapes,Tamil Nadu
119,25,51,26.5,80.9,6.3,53.7,1600,Watermelon,Tamil Nadu
119,19,55,25.2,83.4,6.8,46.9,1650,Watermelon,Tamil Nadu
105,30,50,25.3,81.8,6.4,57,3000,Watermelon,Tamil Nadu
114,8,50,24.7,88.3,6.6,58,2870,Watermelon,Tamil Nadu
93,22,52,26.6,81.3,6.9,41.9,2935,Watermelon,Tamil Nadu
80,26,55,24.5,89,6.1,49.1,10195,Watermelon,Tamil Nadu
85,27,45,26.1,88.7,6.5,57.8,14509,Watermelon,Tamil Nadu
85,22,53,26,89.8,6.8,59.5,11681,Watermelon,Tamil Nadu
82,22,45,26.2,85.3,6.5,54.6,2530,Watermelon,Tamil Nadu
118,13,54,24.4,89.8,6,44.1,3225,Watermelon,Tamil Nadu
83,25,53,26.5,80,6.1,57.7,8845,Watermelon,Tamil Nadu
86,15,47,24,84.2,6.4,53.8,1420,Watermelon,Tamil Nadu
101,10,47,25.5,83.3,6.9,57.6,1560,Watermelon,Tamil Nadu
119,9,50,26.7,83.9,6.3,40.8,1550,Watermelon,Tamil Nadu
104,17,46,25.7,80.2,6.2,43.1,1350,Watermelon,Tamil Nadu
95,12,51,25.8,84.2,6.7,44.2,1420,Watermelon,Tamil Nadu
102,14,52,26.8,89.6,6.5,57.7,1560,Watermelon,Tamil Nadu
109,21,55,24.9,89.7,6.8,57.4,1550,Watermelon,Tamil Nadu
81,18,50,26.8,88.2,6.4,58.8,1560,Watermelon,Tamil Nadu
103,17,51,25.1,80,6.2,44.2,1404,Watermelon,Tamil Nadu
105,14,50,26.2,87.7,6.4,59.7,1800,Watermelon,Tamil Nadu
97,8,52,24.9,87,6.2,49.5,1950,Watermelon,Tamil Nadu
120,19,49,25.8,84.3,6.8,56.5,1950,Watermelon,Tamil Nadu
95,16,55,25.3,87.6,6.6,40.1,5700,Watermelon,Tamil Nadu
83,29,52,25.8,87.6,6.7,46.1,1750,Watermelon,Tamil Nadu
83,9,45,25.9,89.1,6,46.9,1820,Watermelon,Tamil Nadu
91,21,50,24.3,81.4,6.8,48.3,1840,Watermelon,Tamil Nadu
116,5,54,25.4,81,6.7,57.2,7100,Watermelon,Tamil Nadu
112,28,54,24.9,85.1,6.7,55.3,4250,Watermelon,Tamil Nadu
88,29,51,24.7,88.9,6.1,48.5,4000,Watermelon,Tamil Nadu
118,15,45,24.2,84.2,6.5,48,2150,Watermelon,Tamil Nadu
92,21,48,25.8,82,6.4,54.8,1850,Watermelon,Tamil Nadu
106,14,45,24.5,84.2,6.4,57.3,2450,Watermelon,Tamil Nadu
99,5,47,24.1,84.8,6.6,51.2,10500,Watermelon,Tamil Nadu
98,8,51,26.2,86.5,6.3,49.4,5740,Watermelon,Tamil Nadu
108,22,46,26.2,86.7,6.1,53.3,6800,Watermelon,Tamil Nadu
119,7,55,26,84.6,6,44.4,8400,Watermelon,Tamil Nadu
117,27,48,26.5,82.4,6.8,54.3,9450,Watermelon,Tamil Nadu
109,10,53,26.8,87.8,6.6,46.1,6950,Watermelon,Tamil Nadu
80,16,46,25.5,81.4,6.9,48.5,8000,Watermelon,Tamil Nadu
100,18,52,26.2,80.4,6.9,56.5,2350,Watermelon,Tamil Nadu
91,7,53,25.1,89.3,6.5,43.5,1810,Watermelon,Tamil Nadu
86,6,53,25.9,83.5,6.9,42.1,9700,Watermelon,Tamil Nadu
107,5,52,26.7,90,6.9,57.4,220,Watermelon,Tamil Nadu
103,16,49,24.1,81.6,6.9,51.8,5650,Watermelon,Tamil Nadu
101,20,48,24.7,82.8,6.2,57.1,2210,Watermelon,Tamil Nadu
85,25,47,26.1,87.6,6.3,58.5,4800,Watermelon,Tamil Nadu
84,7,51,26.8,87.7,6.4,55.7,5200,Watermelon,Tamil Nadu
102,28,54,25.2,80.3,6.9,55.5,1280,Watermelon,Tamil Nadu
98,25,52,25.3,83.2,6.2,49.3,7120,Watermelon,Tamil Nadu
97,25,50,26.2,80.9,6.1,49.1,1840,Watermelon,Tamil Nadu
90,16,45,24.9,80.6,6.3,50.6,5625,Watermelon,Tamil Nadu
95,12,46,26.2,81,6.3,54.7,2310,Watermelon,Tamil Nadu
82,23,49,26.8,87.2,6.9,51.7,950,Watermelon,Tamil Nadu
82,25,51,24.3,87.5,6.1,48.1,2000,Watermelon,Tamil Nadu
110,28,46,24.3,88,6.5,51.3,1780,Watermelon,Tamil Nadu
118,21,51,24.4,86.3,6.7,48.6,1780,Watermelon,Tamil Nadu
120,20,45,25.7,88.7,6.1,54.2,1780,Watermelon,Tamil Nadu
91,7,52,25.1,83.5,6.4,56.4,2250,Watermelon,Tamil Nadu
81,6,55,24.9,85.9,6.1,51.7,1850,Watermelon,Tamil Nadu
101,13,54,25.4,82.9,6.8,56.3,1950,Watermelon,Tamil Nadu
101,17,55,24.4,87.1,6.5,44.6,6620,Watermelon,Tamil Nadu
111,6,53,26.5,88.6,6.3,46.1,1356,Watermelon,Tamil Nadu
107,10,49,25.8,89,6.8,45.2,1448,Watermelon,Tamil Nadu
115,11,46,24.4,89.4,6.6,40.3,1426,Watermelon,Tamil Nadu
84,25,52,24.4,81.3,6.1,44.2,1298,Watermelon,Tamil Nadu
120,7,47,24.2,83,6.7,54.8,1485,Watermelon,Tamil Nadu
91,12,46,24.6,85.5,6.3,48.3,1453,Watermelon,Tamil Nadu
89,22,52,24.9,86.1,6.2,53.1,1430,Watermelon,Tamil Nadu
113,19,46,25.4,81.1,6.3,49.5,4715,Watermelon,Tamil Nadu
97,22,50,26.3,86.1,6.8,59,9300,Watermelon,Tamil Nadu
117,30,50,24.9,87.2,6.7,46.6,4550,Watermelon,Tamil Nadu
90,14,52,24.8,89.2,6.4,59.7,7361,Watermelon,Tamil Nadu
104,23,47,27,86.7,6.8,42.9,2881,Watermelon,Tamil Nadu
81,16,45,26.9,86.3,6.7,59.8,2210,Watermelon,Tamil Nadu
88,5,47,25.9,86.7,6.7,41.2,1400,Watermelon,Tamil Nadu
92,7,45,26.7,81.1,6.9,51.5,1652,Watermelon,Tamil Nadu
81,18,50,26.4,80.9,6.5,47.8,2640,Watermelon,Tamil Nadu
111,5,55,26.3,84.4,6.5,50.8,10100,Watermelon,Tamil Nadu
108,23,51,26.8,83.9,6.1,40.2,4792,Watermelon,Tamil Nadu
113,30,50,26,84,6.3,43.9,5062,Watermelon,Tamil Nadu
83,10,53,24.9,85,6.2,48.8,6961,Watermelon,Tamil Nadu
101,11,51,25.5,84.2,6.8,44.2,1453,Watermelon,Tamil Nadu
114,21,55,25.4,87.9,6.5,57.5,2019,Watermelon,Tamil Nadu
99,6,45,26.1,86.6,6,40.7,4870,Watermelon,Tamil Nadu
92,20,55,25.1,87.5,6.6,59.3,1900,Watermelon,Tamil Nadu
92,7,48,26.3,86.6,7,54.4,9350,Watermelon,Tamil Nadu
91,24,55,26.3,83.1,6.3,46.8,4824,Watermelon,Tamil Nadu
110,21,54,26.7,87.8,6.7,47.5,4595,Watermelon,Tamil Nadu
112,25,51,25,85.6,6.9,56.7,5140,Watermelon,Tamil Nadu
89,25,54,24.7,85.6,6.4,49,6524,Watermelon,Tamil Nadu
100,10,53,24.5,84.6,6.2,42,1700,Watermelon,Tamil Nadu
83,22,54,25.9,82,6.3,54.5,2506,Watermelon,Tamil Nadu
95,14,50,26.6,84.3,6.6,56.3,1451,Watermelon,Tamil Nadu
119,30,49,25.4,80.5,6.9,47.7,2420,Watermelon,Tamil Nadu
97,12,47,25.3,89.6,6.8,58.3,11049,Watermelon,Tamil Nadu
110,7,45,26.6,84.7,6.2,48.3,1851,Watermelon,Tamil Nadu
96,18,50,25.3,84.3,6.9,41.5,4866,Watermelon,Tamil Nadu
83,23,55,26.9,83.9,6.5,44,10649,Watermelon,Tamil Nadu
120,24,47,27,89.4,6.3,58.5,4302,Watermelon,Tamil Nadu
115,17,55,27.6,94.1,6.8,28.1,6886,Muskmelon,Tamil Nadu
114,27,48,27.8,93,6.5,26.3,1989,Muskmelon,Tamil Nadu
101,25,52,29.1,94.2,6.8,22.5,1849,Muskmelon,Tamil Nadu
118,18,52,28,90.8,6.6,20.8,2599,Muskmelon,Tamil Nadu
95,26,45,29.9,94.6,6.1,28.2,2029,Muskmelon,Tamil Nadu
81,25,49,29.9,93.3,6.1,26.3,4811,Muskmelon,Tamil Nadu
117,24,53,29.2,92.2,6.3,21.3,3539,Muskmelon,Tamil Nadu
114,30,51,29.2,90.1,6.1,25.9,1948,Muskmelon,Tamil Nadu
113,6,52,27.8,90.4,6.7,25.2,1355,Muskmelon,Tamil Nadu
108,26,52,28.8,94.3,6.2,26.2,2312,Muskmelon,Tamil Nadu
81,30,48,28.5,92.1,6,29.9,10181,Muskmelon,Tamil Nadu
115,9,52,29.1,91,6,29.1,4802,Muskmelon,Tamil Nadu
83,7,45,29.1,90.7,6.7,25.3,4080,Muskmelon,Tamil Nadu
84,21,55,28.5,94.8,6.5,21.1,2630,Muskmelon,Tamil Nadu
109,26,45,28.3,90.4,6.2,21.6,2029,Muskmelon,Tamil Nadu
95,27,55,28.5,91.2,6.2,20.9,1789,Muskmelon,Tamil Nadu
119,5,55,29.7,94.3,6.2,26.8,1180,Muskmelon,Tamil Nadu
110,14,51,27,91.7,6.1,21.3,9391,Muskmelon,Tamil Nadu
82,18,48,29.1,94.2,6.2,26.7,6724,Muskmelon,Tamil Nadu
87,14,48,29.7,92.6,6.6,29.1,2222,Muskmelon,Tamil Nadu
85,9,53,28.2,92.9,6.4,28.8,6263,Muskmelon,Tamil Nadu
100,6,53,29.1,93.9,6.1,23.7,2400,Muskmelon,Tamil Nadu
107,12,46,29.6,93.6,6.6,27.6,11261,Muskmelon,Tamil Nadu
91,13,47,29.1,92.4,6.1,28,1376,Muskmelon,Tamil Nadu
102,25,50,28.2,92.9,6.1,20.4,1395,Muskmelon,Tamil Nadu
117,25,53,29.1,92.1,6.4,24.5,4779,Muskmelon,Tamil Nadu
85,21,52,29.6,90.1,6.1,23.7,4896,Muskmelon,Tamil Nadu
104,25,55,29.8,90.4,6.1,22.7,5209,Muskmelon,Tamil Nadu
102,24,54,27.7,90.9,6.7,22.8,5555,Muskmelon,Tamil Nadu
116,25,50,29.3,92.9,6.1,28.7,1825,Muskmelon,Tamil Nadu
100,17,48,29.7,94.3,6.4,26.5,1420,Muskmelon,Tamil Nadu
110,25,54,28.9,90.8,6.4,23.4,1515,Muskmelon,Tamil Nadu
104,25,51,29,93.9,6.5,23.6,1715,Muskmelon,Tamil Nadu
107,11,54,28.6,91.3,6.1,29.4,2579,Muskmelon,Tamil Nadu
98,26,52,27.3,90.7,6.2,28.7,10049,Muskmelon,Tamil Nadu
88,17,52,29.9,90.8,6.6,25.4,1205,Muskmelon,Tamil Nadu
87,25,46,27.4,90,6.4,21.8,2619,Muskmelon,Tamil Nadu
120,8,46,29.6,90.7,6.7,28.4,5109,Muskmelon,Tamil Nadu
95,13,46,29.8,93.8,6.1,23.3,6584,Muskmelon,Tamil Nadu
108,22,47,28.5,91.7,6.2,25.1,1424,Muskmelon,Tamil Nadu
82,13,52,27.1,94.9,6.4,26.5,1431,Muskmelon,Tamil Nadu
120,23,55,27.8,91.6,6.7,26.5,1643,Muskmelon,Tamil Nadu
110,22,47,29,91.8,6.2,24.9,1420,Muskmelon,Tamil Nadu
95,23,45,27.8,90.6,6.3,21.2,1655,Muskmelon,Tamil Nadu
106,10,49,27.7,92,6.4,20.2,11124,Muskmelon,Tamil Nadu
99,12,52,28.7,94.3,6,22.2,1969,Muskmelon,Tamil Nadu
106,20,51,29.7,91,6.3,20.5,1700,Muskmelon,Tamil Nadu
83,11,53,29.5,92.9,6.2,22,1775,Muskmelon,Tamil Nadu
117,19,55,28.8,91.8,6.1,25.2,7000,Muskmelon,Telangana
98,26,49,27.3,90.5,6.1,23.5,4000,Muskmelon,Telangana
113,20,48,27.5,94.9,6.4,27.3,6000,Muskmelon,Telangana
101,17,47,29.5,94.7,6.2,26.3,4255,Muskmelon,Telangana
98,7,45,27.8,92.5,6.2,26.9,5200,Muskmelon,Telangana
93,22,48,29.1,91.5,6.8,21.9,440,Muskmelon,Telangana
95,21,47,27.9,93.6,6.4,20.7,1750,Muskmelon,Telangana
109,12,48,29.5,92.1,6.7,20.8,1770,Muskmelon,Telangana
118,12,47,28,92.2,6,28.9,1770,Muskmelon,Telangana
100,14,49,29.5,91.1,6.4,26,1750,Muskmelon,Telangana
89,9,47,29.5,90.8,6.7,28.8,300,Muskmelon,Telangana
95,16,46,27.1,90.1,6.7,24.5,500,Muskmelon,Telangana
95,7,45,27.3,90.8,6,25.1,650,Muskmelon,Telangana
87,6,45,29.8,90.8,6.4,22.8,1200,Muskmelon,Telangana
93,20,50,29.9,93.2,6.4,24.3,300,Muskmelon,Telangana
84,29,49,29.9,93.9,6.3,20.4,8500,Muskmelon,Tripura
111,5,47,28,91.5,6.3,21.2,2600,Muskmelon,Tripura
111,5,52,29.9,94,6.1,21,7000,Muskmelon,Tripura
111,15,54,27.7,92.9,6.2,22.1,2000,Muskmelon,Tripura
89,11,47,29.8,94.7,6.3,27.9,900,Muskmelon,Tripura
110,15,48,28.6,92.9,6.2,27.6,3000,Muskmelon,Tripura
95,30,52,29.5,90.3,6.6,26,4000,Muskmelon,Tripura
115,12,52,27.5,95,6.7,21,6500,Muskmelon,Tripura
120,25,50,28.1,94.8,6.3,21.8,1800,Muskmelon,Tripura
102,11,45,29,93.1,6.4,24.2,7000,Muskmelon,Tripura
94,5,55,28.6,91.9,6.1,26.9,1500,Muskmelon,Tripura
84,18,46,27.1,93.4,6.8,25.3,700,Muskmelon,Tripura
107,22,54,28,90.8,6.6,21.6,3000,Muskmelon,Tripura
80,18,52,27.9,91.1,6.5,24.1,3500,Muskmelon,Tripura
86,18,45,29,90.7,6.6,22.3,6500,Muskmelon,Tripura
113,28,48,28.9,92.5,6.2,24.4,1200,Muskmelon,Tripura
115,18,53,29.2,94.2,6,22.1,1850,Muskmelon,Tripura
82,20,54,29.3,90,6.5,21.4,750,Muskmelon,Tripura
98,22,47,29.1,91.9,6.3,28.8,1730,Muskmelon,Uttar Pradesh
117,25,54,28.7,92.5,6.2,29.1,1550,Muskmelon,Uttar Pradesh
83,15,49,28.9,91.4,6.4,23.2,1830,Muskmelon,Uttar Pradesh
120,16,51,28,91.6,6.5,23.3,1000,Muskmelon,Uttar Pradesh
111,5,50,27.6,91.8,6.4,24.8,850,Muskmelon,Uttar Pradesh
85,21,47,29.9,90.6,6.2,24.7,600,Muskmelon,Uttar Pradesh
90,23,54,28.6,90.5,6.2,27.3,460,Muskmelon,Uttar Pradesh
99,29,55,29.2,91.5,6.7,26.5,650,Muskmelon,Uttar Pradesh
102,11,47,28,92.8,6.5,27.1,4550,Muskmelon,Uttar Pradesh
80,18,51,28.1,91.8,6.7,20.8,2250,Muskmelon,Uttar Pradesh
87,21,52,27.4,94.3,6.1,27.2,2570,Muskmelon,Uttar Pradesh
114,8,52,29.3,94.6,6.4,28.2,3000,Muskmelon,Uttar Pradesh
99,6,46,28.6,94.2,6.4,29,3400,Muskmelon,Uttar Pradesh
89,25,50,27,91.3,6.4,25.1,800,Muskmelon,Uttar Pradesh
96,13,55,29.5,94.6,6.7,21.1,530,Muskmelon,Uttar Pradesh
82,26,47,28.5,93.5,6.6,24.2,540,Muskmelon,Uttar Pradesh
106,21,52,28.9,94.8,6.3,23,650,Muskmelon,Uttar Pradesh
90,15,52,27,91.4,6.4,23.7,2540,Muskmelon,Uttar Pradesh
106,16,54,29,91.7,6.6,24.7,650,Muskmelon,Uttar Pradesh
24,128,196,22.8,90.7,5.5,110.4,840,Apple,Uttar Pradesh
7,144,197,23.8,94.3,6.1,114.1,1930,Apple,Uttar Pradesh
14,128,205,22.6,94.6,6.2,116,5850,Apple,Uttar Pradesh
8,120,201,21.2,91.1,6.3,122.2,1780,Apple,Uttar Pradesh
20,129,201,23.4,91.7,5.6,116.1,950,Apple,Uttar Pradesh
32,137,204,22.9,93.1,5.8,117.7,1720,Apple,Uttar Pradesh
27,139,205,22.5,93.4,5.8,105.5,1820,Apple,Uttar Pradesh
0,123,205,22,93,5.8,121.1,1550,Apple,Uttar Pradesh
22,144,196,21.9,91.7,6.5,117.1,850,Apple,Uttar Pradesh
1,124,199,23.7,93.3,5.7,112.7,450,Apple,Uttar Pradesh
30,122,197,21.4,92.7,5.6,106.1,650,Apple,Uttar Pradesh
29,121,196,22.8,94.3,6.1,123.6,1550,Apple,Uttar Pradesh
13,126,204,23.1,92.8,6.4,108.2,1820,Apple,Uttar Pradesh
9,139,199,23.3,94.5,5.9,105.4,1550,Apple,Uttar Pradesh
0,133,200,23.7,90.5,5.7,104.2,1520,Apple,Uttar Pradesh
30,143,199,23.8,90.6,5.8,102.3,2820,Apple,Uttar Pradesh
36,140,198,23.3,91.5,6.3,104.4,2550,Apple,Uttar Pradesh
37,137,199,22.6,90.2,5.7,108.3,2250,Apple,Uttar Pradesh
33,121,203,22.5,94.8,5.6,114.8,3300,Apple,Uttar Pradesh
7,144,195,23,93.6,5.9,104.6,900,Apple,Uttar Pradesh
35,128,205,21.1,93.6,6,107.9,1050,Apple,Uttar Pradesh
29,128,198,22.4,92.7,5.7,121.5,450,Apple,Uttar Pradesh
2,143,196,22.7,90.5,5.7,109.9,850,Apple,Uttar Pradesh
34,140,198,21.7,93.4,5.8,115.2,450,Apple,Uttar Pradesh
29,144,204,22.4,92.5,5.8,119.1,2300,Apple,Uttar Pradesh
32,141,203,21.3,92.8,5.8,109.1,450,Apple,Uttar Pradesh
13,144,197,22.9,94.9,6.3,105.7,1880,Apple,Uttar Pradesh
25,143,198,22.8,91.5,6,107.9,5550,Apple,Uttar Pradesh
9,137,200,21.1,90.7,5.6,102.8,1730,Apple,Uttar Pradesh
6,144,198,21.1,90.3,5.6,104.5,1530,Apple,Uttar Pradesh
37,126,196,23.6,91,5.6,107.2,1800,Apple,Uttar Pradesh
2,120,203,23.1,94.7,5.9,108.6,3400,Apple,Uttar Pradesh
11,143,197,23,93.3,5.9,122.2,1000,Apple,Uttar Pradesh
10,141,201,22.1,91,6.4,104.5,850,Apple,Uttar Pradesh
24,142,202,22.5,91.5,5.7,101.8,550,Apple,Uttar Pradesh
23,138,195,22.5,91.7,5.8,124.4,650,Apple,Uttar Pradesh
18,125,204,22.4,94.5,6,116.7,2250,Apple,Uttar Pradesh
13,121,196,22.2,93.5,6.4,120.2,2580,Apple,Uttar Pradesh
26,122,202,22.4,94.7,5.6,107.2,3000,Apple,Uttar Pradesh
28,123,202,22.8,92.1,6.4,120.4,3450,Apple,Uttar Pradesh
26,121,201,22.2,90,6.2,112.3,850,Apple,Uttar Pradesh
21,137,196,23.6,91.7,5.8,123.6,540,Apple,Uttar Pradesh
21,135,198,23.9,94.9,5.8,105,1150,Apple,Uttar Pradesh
